gender,age,S1,S2,S3,S4,S5,S6,EX,NR,OP,AG,CN
2,30,0.09323710203170776,0.1760459542274475,0.22888442873954773,0.22747963666915894,0.17657533288002014,0.21037165820598602,2.0,2.5,4.2,3.5,2.5
2,18,0.05644821748137474,0.3281349837779999,0.18758021295070648,0.22231511771678925,0.30198705196380615,0.18142665922641754,2.7,3.5,3.2,4.2,3.4
2,18,0.19431357085704803,0.4478391408920288,0.21342463791370392,0.16218125820159912,0.2009579837322235,0.10256844758987427,3.2,2.1,4.9,2.4,3.1
2,26,-0.021926680579781532,0.18700642883777618,0.30862677097320557,0.14583316445350647,0.1127011701464653,0.1567506343126297,3.3,2.7,4.3,5.0,4.3
2,27,0.020505331456661224,0.18225616216659546,0.03392765671014786,0.10039916634559631,0.28861844539642334,-0.07842676341533661,2.3,1.9,4.5,3.4,4.2
2,18,0.08758626133203506,0.36997294425964355,0.30311572551727295,0.17967016994953156,0.2315366268157959,0.18764638900756836,1.0,2.7,4.0,4.5,1.1
2,31,0.12583455443382263,0.12757328152656555,0.24475380778312683,0.1516137570142746,0.1486266404390335,0.11894740164279938,2.3,1.4,4.4,2.6,3.6
2,18,0.1662595570087433,0.0851009413599968,-0.012634346261620522,0.13414868712425232,0.07899212837219238,0.3310590386390686,3.7,1.7,4.8,4.7,3.0
2,20,0.4172596037387848,0.6527220010757446,0.0997719019651413,0.23377224802970886,0.17669302225112915,0.1351039558649063,3.4,2.5,3.7,4.3,3.6
1,44,0.2088717222213745,0.533528745174408,0.14841973781585693,0.33438044786453247,0.45022550225257874,0.0974927544593811,2.3,1.8,3.6,4.2,2.9
2,25,0.1998637616634369,0.26315736770629883,0.1038530096411705,0.15040215849876404,0.21606996655464172,0.13469302654266357,3.1,2.5,5.0,4.2,3.3
2,34,0.03987516090273857,0.15264461934566498,0.058781903237104416,0.10520066320896149,0.21606996655464172,0.17829881608486176,3.3,2.2,3.6,3.9,2.3
2,23,0.2695622146129608,0.439609169960022,0.3013688325881958,0.24084831774234772,0.11699315905570984,0.17444604635238647,3.7,2.4,4.0,4.3,2.9
2,34,0.345068097114563,0.10448398441076279,0.118304543197155,0.19049778580665588,0.22123679518699646,0.2925180196762085,3.8,2.9,4.7,4.0,3.7
1,19,0.5122925043106079,0.15555566549301147,0.18944567441940308,0.1952032744884491,0.17619138956069946,0.12184752523899078,3.9,3.6,3.0,4.6,3.6
