gender,age,S1,S2,S3,S4,S5,S6,EX,NR,OP,AG,CN
2,21,0.7637192606925964,0.406249463558197,0.20474079251289368,0.4734978973865509,0.4532751441001892,0.4735989570617676,5.0,2.2,4.2,4.6,3.0
1,65,0.4787316918373108,0.6615448594093323,0.5101391077041626,0.4730793833732605,0.5695464611053467,0.5121699571609497,2.2,3.6,3.5,3.0,3.5
1,23,0.3290056586265564,0.7085310816764832,0.5953997373580933,0.6774954199790955,0.6358141899108887,0.5101564526557922,1.5,3.5,4.5,3.0,2.3
1,21,0.10878917574882507,0.5259350538253784,0.4843457341194153,0.4365885853767395,0.19821268320083618,0.6599927544593811,2.5,4.1,4.8,4.0,1.9
2,57,0.4366655647754669,0.8277823328971863,0.4580698609352112,0.39608073234558105,0.7582570910453796,0.8063942193984985,4.0,3.3,4.2,4.5,4.2
1,25,0.7277297973632812,0.5672531127929688,0.5202604532241821,0.4693964123725891,0.5466823577880859,0.4964727759361267,2.3,3.2,3.9,4.1,3.9
2,55,0.33225512504577637,0.4401779770851135,0.42567670345306396,0.41107702255249023,0.44204962253570557,0.46765798330307007,1.6,2.6,3.9,3.4,3.9
1,33,0.208684504032135,0.6100231409072876,0.45323964953422546,0.4028588533401489,0.4636878967285156,0.8063020706176758,2.6,4.3,4.9,4.7,4.7
1,40,0.14993874728679657,0.4142529368400574,0.3869268596172333,0.3650825321674347,0.3699464201927185,0.6680319309234619,4.6,4.2,4.9,4.7,4.7
2,42,0.609011173248291,0.6332249641418457,0.5006960034370422,0.5231051445007324,0.5279699563980103,0.4954959452152252,3.9,1.9,4.8,4.9,4.0
2,20,0.4952557682991028,0.7885689735412598,0.23806750774383545,0.3950823247432709,0.6422558426856995,0.6030210852622986,1.6,2.5,4.0,2.7,4.0
2,20,0.8524821996688843,0.8174644112586975,0.39810699224472046,0.3965756893157959,0.7514475584030151,0.6126902103424072,3.1,2.9,4.5,4.2,3.6
1,30,0.7156143188476562,0.8150455951690674,0.7289833426475525,0.40560978651046753,0.7037438750267029,0.376548171043396,2.9,4.0,4.6,4.2,3.1
2,24,0.42458274960517883,0.28992635011672974,0.4628757834434509,0.3894345462322235,0.4145958423614502,0.34299758076667786,1.6,1.4,5.0,4.6,3.0
2,21,0.24875512719154358,0.3917117714881897,0.14931648969650269,0.5796377658843994,0.4356715679168701,0.5080642700195312,4.4,4.0,2.9,4.6,3.6
2,47,0.3368670344352722,0.6086904406547546,0.2939023971557617,0.480439156293869,0.6224942803382874,0.35628050565719604,2.8,2.3,3.9,3.1,2.9
2,56,0.6380527019500732,0.622127890586853,0.46613556146621704,0.5661112070083618,0.5413487553596497,0.23096194863319397,4.1,3.9,4.0,4.7,4.0
2,51,0.6124358177185059,0.250740110874176,0.4908818006515503,0.3405877947807312,0.5279699563980103,0.48662278056144714,3.2,4.0,4.4,3.7,3.7
1,20,0.6162667274475098,0.5184925198554993,0.30102622509002686,0.36067888140678406,0.38318920135498047,0.3522613048553467,1.8,4.2,3.4,3.6,3.9
2,20,0.7166768312454224,0.4370864927768707,0.3507422208786011,0.213006854057312,0.69813072681427,0.485111802816391,3.3,2.9,2.8,3.2,2.3
2,19,0.6908590197563171,0.4543135166168213,0.39920443296432495,0.5143862962722778,0.5466823577880859,0.5186901092529297,1.8,1.3,3.1,3.8,3.8
1,32,0.32956522703170776,0.39562925696372986,0.5257585644721985,0.5043014287948608,0.34042805433273315,0.44070279598236084,2.8,2.1,3.9,3.6,3.5
1,24,0.3469841182231903,0.38750091195106506,0.5483309030532837,0.35265207290649414,0.6135124564170837,0.32447344064712524,3.8,2.6,3.8,4.6,3.4
1,24,0.3469841182231903,0.38750091195106506,0.5483309030532837,0.35265207290649414,0.6135124564170837,0.32447344064712524,3.8,2.6,3.8,4.6,3.4
1,33,0.41538137197494507,0.7383559942245483,0.6144601106643677,0.7066415548324585,0.7794417142868042,0.42138171195983887,2.2,2.2,4.2,2.5,3.3
1,26,0.434933602809906,0.4130183458328247,0.4466838240623474,0.39224138855934143,0.44393956661224365,0.2930246591567993,2.9,3.1,4.1,4.0,3.3
1,32,0.4818960130214691,0.8563433885574341,0.5257585644721985,0.5043014287948608,0.47881102561950684,0.5191724896430969,3.8,4.6,4.6,5.0,4.4
2,35,0.45931369066238403,0.8503121733665466,0.32776424288749695,0.34914690256118774,0.6133084297180176,0.45099735260009766,3.1,3.7,2.7,4.2,4.2
1,22,0.4458799660205841,0.4088026285171509,0.33324217796325684,0.43320250511169434,0.4376017153263092,0.39043402671813965,2.8,3.0,4.7,2.2,3.6
1,52,0.46441471576690674,0.6912094354629517,0.4442853331565857,0.365397185087204,0.3651827871799469,0.5235022306442261,3.2,2.9,3.7,3.9,3.4
2,46,0.4261118769645691,0.6682680249214172,0.24724480509757996,0.3083149194717407,0.2759493589401245,0.5382258296012878,2.5,1.5,4.5,1.6,3.6
2,30,0.4366655647754669,0.4970564544200897,0.44253838062286377,0.5497660040855408,0.47211822867393494,0.5173306465148926,4.0,4.4,4.2,3.8,4.2
2,24,0.5947567224502563,0.3884629011154175,0.5101391077041626,0.40873080492019653,0.5466823577880859,0.5538688898086548,4.2,3.5,4.5,4.9,3.8
2,25,0.5170575380325317,0.7321290373802185,0.4219318628311157,0.4613613188266754,0.5279699563980103,0.3163643181324005,2.3,1.2,3.8,4.7,2.2
2,28,0.7156143188476562,0.7724583745002747,0.826225996017456,0.8134634494781494,0.5874683856964111,0.4202026128768921,1.7,2.7,3.7,4.3,4.5
1,40,0.4261118769645691,0.4834913909435272,0.3552287817001343,0.3461388647556305,0.6182793378829956,0.5482374429702759,1.8,2.4,5.0,2.9,3.4
1,32,0.7179238796234131,0.7599400281906128,0.37852126359939575,0.4025292992591858,0.3917291760444641,0.5234355926513672,2.1,2.8,3.9,2.3,2.2
2,50,0.7099366188049316,0.5575484037399292,0.48190462589263916,0.5041157007217407,0.5538150072097778,0.4954959452152252,2.4,3.6,3.7,4.3,3.8
2,21,0.6005718111991882,0.7434576153755188,0.4622668921947479,0.3986606001853943,0.6426813006401062,0.6890981197357178,2.3,2.5,4.1,4.5,4.3
1,20,0.3706734776496887,0.4852675199508667,0.2693482041358948,0.44923698902130127,0.4965985417366028,0.43015602231025696,1.6,2.9,4.6,3.4,1.9
2,53,0.3651977479457855,0.7538326978683472,0.49336615204811096,0.5232774019241333,0.5874683856964111,0.4954959452152252,3.4,2.3,4.1,4.7,3.1
1,18,0.12983769178390503,0.5966858863830566,0.3875957131385803,0.427742063999176,0.543978750705719,0.7329899668693542,2.3,3.6,3.9,4.2,2.8
2,55,0.6963272094726562,0.5120059251785278,0.42972174286842346,0.33590906858444214,0.712494969367981,0.5235022306442261,2.6,3.9,4.1,4.1,2.9
2,32,0.2850283980369568,0.6488211154937744,0.41279157996177673,0.48561280965805054,0.5874683856964111,0.5534614324569702,4.0,2.3,4.3,3.8,3.7
2,21,0.7012351751327515,0.5447647571563721,0.46304380893707275,0.4926089346408844,0.8210286498069763,0.34851980209350586,3.1,3.3,3.4,3.3,2.9
1,25,0.7012351751327515,0.576602578163147,0.38229286670684814,0.3995661735534668,0.7878621220588684,0.5280524492263794,3.6,2.6,3.4,4.2,3.3
1,57,0.2989537715911865,0.8654392957687378,0.42158687114715576,0.30557841062545776,0.6863068342208862,0.2750650644302368,2.3,5.0,4.6,3.1,4.0
2,34,0.41538137197494507,0.592395544052124,0.546499490737915,0.6011593341827393,0.6209311485290527,0.26899996399879456,3.5,4.4,4.0,5.0,3.4
2,40,0.3008400797843933,0.5490914583206177,0.3700697720050812,0.371340274810791,0.5030576586723328,0.33158817887306213,2.6,4.1,4.9,3.9,4.3
1,51,0.2686457335948944,0.5510811805725098,0.4278498888015747,0.44016391038894653,0.5143097639083862,0.26837649941444397,4.4,3.8,4.0,4.7,3.8
1,35,0.33225512504577637,0.6753435134887695,0.2903168201446533,0.349432110786438,0.5346619486808777,0.6986377239227295,4.3,2.6,4.5,3.8,2.7
2,24,0.7156143188476562,0.800294816493988,0.43143272399902344,0.43975895643234253,0.5194332599639893,0.4954959452152252,4.3,3.6,4.5,4.7,3.6
1,20,0.3883800208568573,0.478829026222229,0.46332553029060364,0.41483062505722046,0.37918752431869507,0.22996726632118225,3.7,3.9,4.2,3.5,2.5
2,34,0.2565336525440216,0.8200955390930176,0.29759925603866577,0.331351637840271,0.5622084140777588,0.750419020652771,4.2,2.2,4.7,4.8,2.9
1,23,0.6085335612297058,0.7353912591934204,0.3866131901741028,0.3584213852882385,0.3793526887893677,0.8342373371124268,4.2,4.1,3.4,4.3,4.0
2,20,0.34035030007362366,0.5137244462966919,0.44873273372650146,0.45590078830718994,0.8210286498069763,0.40032047033309937,4.4,1.6,4.3,4.9,2.8
2,32,0.7012351751327515,0.5113216638565063,0.40560799837112427,0.3402303457260132,0.8210286498069763,0.5439846515655518,3.0,2.6,4.2,5.0,5.0
2,21,0.8287590146064758,0.4164336323738098,0.6384150981903076,0.7351291179656982,0.5874683856964111,0.7543243169784546,3.4,3.0,3.8,3.8,3.0
2,41,0.445675253868103,0.7586773633956909,0.4184781610965729,0.45667916536331177,0.7026323676109314,0.4126615822315216,4.1,3.0,4.8,3.7,1.3
2,22,0.37356066703796387,0.7569215893745422,0.42321157455444336,0.45221248269081116,0.6173175573348999,0.362182080745697,2.7,1.8,3.6,4.0,4.7
2,44,0.3244251012802124,0.5813910365104675,0.33574485778808594,0.376033753156662,0.5279699563980103,0.368102490901947,4.3,3.9,4.0,4.3,2.7
1,32,0.44585657119750977,0.2701035141944885,0.30377161502838135,0.3826103210449219,0.48040446639060974,0.18543937802314758,3.6,2.8,4.7,3.1,4.3
2,23,0.3643045723438263,0.8355185389518738,0.5100341439247131,0.4744971990585327,0.6565513610839844,0.8766697645187378,2.8,3.0,4.8,3.8,4.0
1,25,0.3532508909702301,0.4787469506263733,0.4615669846534729,0.40781259536743164,0.5509306192398071,0.4954959452152252,3.3,4.6,3.4,4.3,3.0
2,53,0.42458274960517883,0.4769049882888794,0.31480664014816284,0.4301344156265259,0.46195799112319946,0.4479726254940033,1.7,3.3,4.2,3.5,4.5
2,62,0.5896197557449341,0.5166314840316772,0.5257585644721985,0.4140254557132721,0.3316713571548462,0.5716918110847473,3.7,3.6,4.8,4.2,3.6
1,39,0.6890166997909546,0.8083846569061279,0.27897363901138306,0.43388381600379944,0.6675795316696167,0.4492086172103882,1.5,2.2,4.3,4.5,3.1
1,19,0.3652251064777374,0.24772539734840393,0.21327032148838043,0.28697896003723145,0.1960531622171402,0.24444039165973663,3.4,1.4,4.9,4.1,3.0
2,30,0.7166768312454224,0.5166314840316772,0.5257585644721985,0.44383978843688965,0.5515748858451843,0.3768460154533386,4.0,4.1,5.0,4.2,4.7
1,21,0.3678910434246063,0.6380923390388489,0.411632239818573,0.3892951011657715,0.5279699563980103,0.4954959452152252,3.6,3.3,3.9,4.1,4.0
2,45,0.1810351312160492,0.44341158866882324,0.5698496103286743,0.5659375190734863,0.4945834279060364,0.2605530917644501,3.1,4.2,5.0,4.5,3.9
2,19,0.7012351751327515,0.8361676931381226,0.46497517824172974,0.46310198307037354,0.5116837620735168,0.5191724896430969,3.0,2.8,3.0,4.2,3.6
1,33,0.2901622951030731,0.6257684230804443,0.34681379795074463,0.29925572872161865,0.7626468539237976,0.4479726254940033,3.9,1.1,4.7,4.2,2.0
2,24,0.5624138116836548,0.40536612272262573,0.5483109951019287,0.6297217607498169,0.5626825094223022,0.4954959452152252,3.9,3.1,3.8,4.7,3.4
2,31,0.459214985370636,0.528749942779541,0.26198992133140564,0.48573940992355347,0.4172661304473877,0.3282240629196167,3.7,2.4,3.8,4.5,3.1
2,31,0.6129207611083984,0.4761867821216583,0.34657520055770874,0.3620944619178772,0.5715759992599487,0.41980451345443726,2.5,1.5,4.4,3.9,2.4
1,34,0.6343322992324829,0.4669250547885895,0.4121335744857788,0.39765995740890503,0.47419166564941406,0.4232373833656311,2.5,2.9,2.8,3.2,3.0
1,46,0.5334734320640564,0.5881472826004028,0.6461572647094727,0.6549901962280273,0.5279699563980103,0.4954959452152252,3.9,3.8,4.0,3.7,3.0
2,24,0.2901313304901123,0.5826632976531982,0.44355541467666626,0.5086508989334106,0.47542667388916016,0.5182514190673828,4.8,3.3,4.9,4.9,4.3
2,30,0.7194558382034302,0.568016767501831,0.4292168617248535,0.5064157247543335,0.4417538046836853,0.3422495126724243,3.8,3.7,4.2,4.0,3.6
1,18,0.40466344356536865,0.49115028977394104,0.30163195729255676,0.3016403913497925,0.35032594203948975,0.5171695947647095,1.5,2.4,4.5,1.4,3.2
2,20,0.7593749165534973,0.5146671533584595,0.5218672752380371,0.5724228620529175,0.5279699563980103,0.43906691670417786,4.1,2.6,4.6,4.4,3.6
1,21,0.3720109462738037,0.3460087180137634,0.48508739471435547,0.5159143209457397,0.6919434070587158,0.5532597899436951,3.9,2.7,4.3,3.8,2.6
2,21,0.5763830542564392,0.5243178009986877,0.46497517824172974,0.46310198307037354,0.5279699563980103,0.4954959452152252,3.5,2.9,3.1,3.8,3.9
1,19,0.2771672010421753,0.4754672646522522,0.48332124948501587,0.43320250511169434,0.5264754891395569,0.42964789271354675,2.4,3.6,2.9,3.7,3.3
1,57,0.5006449818611145,0.5097496509552002,0.45912283658981323,0.2592882215976715,0.5636736750602722,0.44071558117866516,2.3,3.8,4.8,3.3,4.1
2,21,0.3021385073661804,0.6594269275665283,0.36835014820098877,0.6591456532478333,0.5918753147125244,0.4964727759361267,4.8,3.3,3.5,4.8,2.7
2,21,0.8287590146064758,0.4164336323738098,0.6384150981903076,0.7351291179656982,0.5874683856964111,0.7543243169784546,2.6,2.2,3.0,4.6,4.2
2,18,0.2806272506713867,0.6598680019378662,0.29415276646614075,0.3795458674430847,0.5864701271057129,0.26985257863998413,1.7,1.9,4.6,3.5,3.4
1,57,0.43962717056274414,0.7884314656257629,0.49717333912849426,0.36704570055007935,0.49515634775161743,0.4183202087879181,2.9,3.2,4.4,4.3,3.6
2,31,0.7909042835235596,0.8261353969573975,0.4055653214454651,0.5297101736068726,0.7626115083694458,0.27396419644355774,4.7,3.8,4.2,5.0,2.7
1,20,0.4269697070121765,0.8174474835395813,0.29324230551719666,0.3956424295902252,0.5787299871444702,0.7179307341575623,1.8,2.5,4.1,3.6,2.4
1,35,0.2811482846736908,0.6741373538970947,0.4250125586986542,0.5408703088760376,0.7553279399871826,0.8623276948928833,1.9,3.3,3.8,4.2,4.0
1,38,0.6616849899291992,0.3371075987815857,0.4395507574081421,0.3153843879699707,0.7688984870910645,0.2708885073661804,1.7,1.6,4.5,2.4,2.6
1,40,0.5776666402816772,0.7724583745002747,0.46971333026885986,0.4571261703968048,0.7518139481544495,0.5031144618988037,3.9,4.0,3.6,3.9,3.4
2,57,0.46217063069343567,0.75816410779953,0.826225996017456,0.5198948979377747,0.7518139481544495,0.44140416383743286,4.5,3.2,4.5,4.6,4.0
1,60,0.4303532540798187,0.6452298164367676,0.4078161120414734,0.470115602016449,0.6157231330871582,0.35632190108299255,3.3,2.3,3.7,4.2,3.1
1,34,0.39622458815574646,0.43005672097206116,0.45408594608306885,0.5144863128662109,0.3236793279647827,0.5031144618988037,4.1,2.4,4.6,3.8,1.9
2,40,0.4261118769645691,0.5717058181762695,0.4482264816761017,0.4848361909389496,0.5279699563980103,0.3903554081916809,3.1,2.9,3.0,4.0,3.5
2,29,0.41749852895736694,0.650837242603302,0.35563743114471436,0.39270922541618347,0.6164150238037109,0.4020521640777588,2.6,1.7,3.7,3.6,3.2
2,37,0.6684741973876953,0.6201438307762146,0.7477359175682068,0.5677285194396973,0.6221565008163452,0.4102802276611328,2.7,3.1,4.2,4.2,3.1
1,39,0.21000760793685913,0.5422430038452148,0.5257585644721985,0.5043014287948608,0.47881102561950684,0.49730390310287476,1.2,3.4,4.1,4.1,3.7
2,66,0.24968492984771729,0.5775521993637085,0.5259231328964233,0.49295350909233093,0.2625471353530884,0.3434208929538727,4.8,4.8,4.6,5.0,5.0
2,20,0.7647359371185303,0.4494008719921112,0.6183621287345886,0.4741796851158142,0.49398237466812134,0.7485334277153015,1.7,2.3,4.2,3.5,3.2
1,19,0.4056728482246399,0.40227705240249634,0.3830757439136505,0.392797589302063,0.5748951435089111,0.4954959452152252,4.4,2.8,4.9,3.5,2.4
1,23,0.5268199443817139,0.6695342659950256,0.44424712657928467,0.36296531558036804,0.7712119817733765,0.43768060207366943,2.7,3.6,3.8,4.5,4.5
1,49,0.4275018274784088,0.4245947599411011,0.37982821464538574,0.4301252067089081,0.28849583864212036,0.8000227212905884,3.7,2.0,1.9,3.1,1.9
2,33,0.3821980357170105,0.7717264294624329,0.5257585644721985,0.8286938667297363,0.5998473167419434,0.4389277696609497,4.3,3.1,4.1,4.4,3.3
2,37,0.41538137197494507,0.6372973918914795,0.3806019425392151,0.4301252067089081,0.5279699563980103,0.5094878077507019,2.0,3.1,2.9,3.0,2.7
2,18,0.7215420603752136,0.3741641640663147,0.38437387347221375,0.36730194091796875,0.4152088761329651,0.18869540095329285,2.4,2.8,3.1,4.1,3.8
1,32,0.3532508909702301,0.504692554473877,0.4699687957763672,0.36282074451446533,0.5874683856964111,0.5491931438446045,3.1,3.3,5.0,2.2,2.6
2,27,0.42600446939468384,0.417751669883728,0.4507697820663452,0.4090060591697693,0.6400805115699768,0.4626028835773468,4.2,2.2,5.0,4.2,2.0
1,24,0.49658188223838806,0.8821496963500977,0.33574485778808594,0.4925863742828369,0.5874683856964111,0.3790419101715088,3.2,3.5,4.0,4.2,4.0
1,35,0.8020330667495728,0.3985259532928467,0.349376916885376,0.32300394773483276,0.5279699563980103,0.5716918110847473,2.4,3.7,3.9,3.6,2.5
2,26,0.7277297973632812,0.77537602186203,0.42199403047561646,0.3961036205291748,0.4615347683429718,0.4964727759361267,2.1,2.9,4.2,3.9,3.1
1,31,0.39308321475982666,0.5758951902389526,0.5851004123687744,0.6557613611221313,0.633419394493103,0.2102016657590866,2.0,3.0,4.9,3.2,3.1
2,30,0.23857229948043823,0.5064704418182373,0.3336096405982971,0.31282395124435425,0.18608899414539337,0.5451088547706604,3.2,2.3,4.5,3.7,4.0
2,54,0.3532508909702301,0.5463541150093079,0.5257585644721985,0.5043014287948608,0.5874683856964111,0.4389277696609497,3.3,2.7,4.8,4.1,4.1
2,20,0.40404388308525085,0.6058371663093567,0.38650110363960266,0.6689114570617676,0.6581690311431885,0.7649497389793396,2.8,3.3,3.4,2.9,2.9
2,19,0.4429395794868469,0.5881472826004028,0.4756440818309784,0.5096259117126465,0.6827674508094788,0.4815158545970917,2.7,2.4,4.7,3.5,4.0
2,45,0.5685080885887146,0.6224532127380371,0.4630318284034729,0.2237628698348999,0.7026323676109314,0.21329401433467865,1.9,2.6,2.5,4.7,4.0
1,34,0.28633907437324524,0.7492981553077698,0.45573002099990845,0.4151473641395569,0.4560851454734802,0.5538688898086548,4.2,3.2,4.3,4.5,2.9
2,33,0.3256857097148895,0.7601901292800903,0.6331682205200195,0.6523441076278687,0.33805710077285767,0.7274391651153564,2.1,3.8,4.0,4.5,4.3
2,48,0.26588135957717896,0.729538083076477,0.45257604122161865,0.481629878282547,0.6284475922584534,0.5333348512649536,2.4,3.2,3.0,3.7,4.2
2,41,0.3651977479457855,0.47426602244377136,0.4563320279121399,0.3869962692260742,0.48413336277008057,0.3163643181324005,2.4,3.9,4.5,4.6,4.5
2,36,0.672207236289978,0.7862330675125122,0.44355541467666626,0.5114760398864746,0.46255454421043396,0.6677021980285645,4.2,4.2,4.0,4.4,3.6
1,59,0.3532508909702301,0.5003882646560669,0.4630318284034729,0.45590078830718994,0.6849533319473267,0.18011891841888428,2.9,4.9,4.2,4.2,4.1
2,48,0.39571207761764526,0.46404677629470825,0.5261605978012085,0.456406831741333,0.36449486017227173,0.4847900867462158,3.2,3.1,4.6,3.2,4.2
1,20,0.530949056148529,0.48105019330978394,0.44495052099227905,0.5461832284927368,0.5110018849372864,0.3869484066963196,2.6,3.7,3.8,3.8,2.8
2,20,0.6592312455177307,0.752095103263855,0.40982645750045776,0.28509461879730225,0.775293231010437,0.46298331022262573,2.7,2.6,4.1,2.9,3.7
2,40,0.40088364481925964,0.32834091782569885,0.15776515007019043,0.4370426833629608,0.2993207275867462,0.8139990568161011,3.7,2.5,5.0,4.4,3.4
2,20,0.6497016549110413,0.58903968334198,0.22869190573692322,0.22589945793151855,0.388974130153656,0.4300396740436554,3.5,2.7,3.9,3.7,1.3
1,25,0.6718853712081909,0.7147729396820068,0.3429839313030243,0.33762213587760925,0.447369784116745,0.37631022930145264,3.6,4.8,4.3,4.4,4.9
2,61,0.7012351751327515,0.7691932916641235,0.3600091338157654,0.4405519962310791,0.38119474053382874,0.226720929145813,3.5,1.9,3.6,4.9,4.1
2,21,0.7166768312454224,0.7373142242431641,0.44355541467666626,0.23976218700408936,0.7955178618431091,0.4954959452152252,3.9,3.0,4.3,4.7,3.1
2,24,0.2428492307662964,0.3598988652229309,0.8448925614356995,0.8423007726669312,0.5815466046333313,0.539482593536377,4.0,3.0,4.9,4.5,2.6
2,25,0.15889206528663635,0.529423713684082,0.33574485778808594,0.4925863742828369,0.46090030670166016,0.43229377269744873,1.5,3.4,3.3,2.2,4.0
1,22,0.3306913673877716,0.5314780473709106,0.49011629819869995,0.4177156388759613,0.8039188385009766,0.2674083113670349,3.4,3.6,3.8,4.5,3.2
2,30,0.5464606881141663,0.7602908611297607,0.3621145784854889,0.3586747348308563,0.6407514810562134,0.41800457239151,2.3,3.2,3.9,3.7,4.9
1,43,0.5068647861480713,0.7505730390548706,0.4255051612854004,0.48808252811431885,0.44267386198043823,0.5107237100601196,4.0,3.3,4.6,4.4,2.6
1,60,0.4062993824481964,0.7447006702423096,0.4240192770957947,0.452913373708725,0.6097930669784546,0.4954959452152252,4.1,1.9,5.0,4.1,1.4
1,40,0.32613101601600647,0.7884314656257629,0.5005807280540466,0.3150787353515625,0.6604354977607727,0.41681545972824097,2.2,2.5,4.0,3.7,3.7
1,22,0.3675183057785034,0.6906794309616089,0.4746095538139343,0.5114760398864746,0.5340709686279297,0.5324475765228271,2.6,3.5,3.6,3.6,4.0
1,30,0.7452713251113892,0.5424507856369019,0.8448925614356995,0.8423007726669312,0.34389710426330566,0.6532934904098511,4.0,3.4,4.5,3.6,3.6
1,45,0.3271564841270447,0.8471759557723999,0.3861863613128662,0.4455578327178955,0.7610433101654053,0.8356385231018066,3.3,3.4,3.3,3.8,4.2
2,30,0.4764769971370697,0.46085885167121887,0.3560792803764343,0.4796697795391083,0.5153394937515259,0.5812610983848572,3.8,2.3,4.2,4.1,3.5
1,23,0.15889206528663635,0.2609245479106903,0.33574485778808594,0.43059736490249634,0.576248049736023,0.3493656814098358,2.2,2.6,3.6,3.7,1.3
1,30,0.513346254825592,0.6885583996772766,0.46201199293136597,0.5174221396446228,0.5988450050354004,0.3813174068927765,4.0,4.1,4.7,4.1,3.6
2,63,0.7173528671264648,0.5932421684265137,0.32802993059158325,0.36966198682785034,0.40347957611083984,0.38771486282348633,2.8,4.4,3.2,4.2,3.3
1,19,0.4044036269187927,0.13748608529567719,0.39391082525253296,0.32555094361305237,0.23568226397037506,0.6782929301261902,4.6,3.1,4.5,4.4,3.1
1,18,0.7136285305023193,0.47885483503341675,0.38382381200790405,0.4180305004119873,0.5901902914047241,0.45636704564094543,2.5,2.1,4.5,3.8,3.3
1,41,0.7212331295013428,0.2508065104484558,0.826225996017456,0.8134634494781494,0.6018787622451782,0.4835165739059448,3.2,3.9,4.8,3.8,2.4
1,43,0.7166768312454224,0.7956370115280151,0.33574485778808594,0.544389545917511,0.5874683856964111,0.3820638656616211,3.0,1.3,4.3,2.0,3.0
1,22,0.6915572285652161,0.30529165267944336,0.42567509412765503,0.38619235157966614,0.3704107701778412,0.39301955699920654,2.8,3.1,3.7,4.0,4.3
2,33,0.6908590197563171,0.3998204469680786,0.5101391077041626,0.45446401834487915,0.6028876900672913,0.5749590396881104,2.0,1.9,4.9,2.9,3.6
1,34,0.49489814043045044,0.3740901052951813,0.4702565670013428,0.6123441457748413,0.5179610848426819,0.4045450687408447,2.7,2.4,3.8,2.9,2.7
1,20,0.321301132440567,0.5846556425094604,0.46497517824172974,0.36822235584259033,0.6017374396324158,0.515049934387207,2.5,2.2,4.5,3.2,3.4
2,52,0.30200743675231934,0.7804149389266968,0.46497517824172974,0.4704909920692444,0.46857213973999023,0.48624783754348755,4.5,4.0,4.8,4.8,4.2
2,22,0.4600878357887268,0.6197713613510132,0.36389535665512085,0.15527018904685974,0.5057675838470459,0.41471099853515625,3.9,2.3,3.3,3.3,3.7
2,21,0.42458274960517883,0.5166314840316772,0.5257585644721985,0.5043014287948608,0.5279699563980103,0.3790419101715088,3.4,2.7,2.4,3.7,2.4
2,21,0.7089486122131348,0.4677073061466217,0.42789778113365173,0.6250087022781372,0.510247528553009,0.3375052511692047,5.0,2.8,4.6,5.0,5.0
1,32,0.40351516008377075,0.5325321555137634,0.45798787474632263,0.485092431306839,0.5374561548233032,0.6452724933624268,4.1,2.6,4.6,3.6,2.3
1,33,0.3703542947769165,0.4989638924598694,0.5257585644721985,0.5043014287948608,0.5279699563980103,0.5324475765228271,1.6,2.2,3.7,3.6,2.1
1,31,0.5763830542564392,0.618065357208252,0.34735971689224243,0.34124892950057983,0.4292099177837372,0.8532263040542603,4.2,4.2,4.3,4.4,3.2
1,20,0.3532508909702301,0.8299875855445862,0.275787889957428,0.22496949136257172,0.5955191850662231,0.6096429228782654,1.2,1.6,4.2,3.9,3.7
2,28,0.5661814212799072,0.7820116877555847,0.44812649488449097,0.5023516416549683,0.5588762760162354,0.4954959452152252,2.5,2.3,4.4,4.6,3.9
1,39,0.4499918222427368,0.8226888179779053,0.40841490030288696,0.43724963068962097,0.5874683856964111,0.5381810069084167,2.1,3.1,4.8,3.5,2.7
2,28,0.7012351751327515,0.39545607566833496,0.37105971574783325,0.4180346131324768,0.6448652148246765,0.1958426535129547,2.4,2.6,3.2,3.6,4.0
2,22,0.2960706651210785,0.8117030262947083,0.35600095987319946,0.2237628698348999,0.372225284576416,0.4502578675746918,3.0,2.4,2.8,3.1,2.9
2,21,0.5328564643859863,0.5408521890640259,0.5426891446113586,0.5796377658843994,0.6981950998306274,0.41101038455963135,4.4,3.3,3.5,4.6,4.7
1,21,0.7012351751327515,0.7041067481040955,0.47260743379592896,0.47789832949638367,0.5016005635261536,0.4307054579257965,2.8,2.1,3.9,4.1,3.5
2,37,0.6258044838905334,0.5430276989936829,0.4373176395893097,0.40003126859664917,0.7261271476745605,0.47365716099739075,3.3,2.7,4.3,4.5,4.2
1,28,0.4811951518058777,0.3606107234954834,0.4517818093299866,0.3062960207462311,0.4515341818332672,0.5096256136894226,1.3,4.6,4.7,4.4,2.5
1,49,0.23485812544822693,0.6817798614501953,0.35363441705703735,0.4987577795982361,0.37719374895095825,0.28591227531433105,3.2,3.8,4.9,5.0,4.2
2,36,0.4520735740661621,0.8299875855445862,0.37390968203544617,0.4571261703968048,0.666644811630249,0.5119308233261108,2.4,3.4,4.6,3.8,3.9
2,35,0.3848426342010498,0.4464372992515564,0.4738832116127014,0.38942405581474304,0.6151255965232849,0.4255002737045288,3.1,2.3,3.0,3.2,2.5
2,26,0.7179238796234131,0.5381723642349243,0.8474289178848267,0.8383973836898804,0.5466823577880859,0.4783099889755249,2.1,3.7,4.6,1.5,3.1
1,45,0.33225512504577637,0.4276711046695709,0.5001376867294312,0.4700154662132263,0.5874683856964111,0.526521623134613,1.9,1.8,3.4,3.2,3.2
1,23,0.7262533903121948,0.5829261541366577,0.5903762578964233,0.6703099012374878,0.692514955997467,0.4389277696609497,3.0,2.3,4.3,3.4,3.4
